guid,fid,name,cr,size,type,tags,section,alignment,environment,ac,hp,init,lair?,legendary?,unique?,sources
36cf9acb-d215-4366-b8d8-cdd283bcaf82,mm.monodrone,Monodrone,1/8,Medium,Construct,,Modrons,lawful neutral,planar,15,5,1,,,,Monster Manual: 224
edc88a1f-98d9-44f8-b376-e3b11cb24401,mm.mud-mephit,Mud Mephit,1/4,Small,Elemental,,Mephits,neutral evil,"coast, dungeon, forest, planar, swamp, urban",11,27,1,,,,"Monster Manual: 216, Princes of the Apocalypse Online Supplement v1.0: 26"
40e39910-dd75-41ac-a5b2-217d3d4e81de,mm.mule,Mule,1/8,Medium,Beast,,Misc Creatures,unaligned,urban,10,11,0,,,,"Basic Rules v1: 37, Monster Manual: 333, Player's Handbook: 307"
d86cd0d2-a792-4585-809e-e59919189936,mm.mummy,Mummy,3,Medium,Undead,,Mummies,lawful evil,"desert, dungeon",11,58,-1,,,,"Basic Rules v1: 37, Monster Manual: 228"
f210a3a6-0a2d-4d9c-9ab0-0e837eb33749,mm.mummy-lord,Mummy Lord,15,Medium,Undead,,Mummies,lawful evil,"desert, dungeon",17,97,0,lair,legendary,,Monster Manual: 229
13628cc9-ab44-4869-8bfd-cf155aca78c7,mm.myconid-adult,Myconid Adult,1/2,Medium,Plant,,Myconids,lawful neutral,underground,12,22,0,,,,Monster Manual: 232
168dfe89-609f-4112-8925-25595fe88acd,mm.myconid-sovereign,Myconid Sovereign,2,Large,Plant,,Myconids,lawful neutral,underground,13,60,0,,,,Monster Manual: 232
4704981f-beb2-4b2a-98ce-30901162fe10,mm.myconid-sprout,Myconid Sprout,0,Small,Plant,,Myconids,lawful neutral,underground,10,7,0,,,,Monster Manual: 230
fea2cf64-fbc7-45e9-b901-ede53d696bf3,mm.nalfeshnee,Nalfeshnee,13,Large,Fiend,Demon,Demons,chaotic evil,"dungeon, planar",18,184,0,,,,Monster Manual: 62
87ae63b6-4be9-43d7-a096-5556018c5999,mm.needle-blight,Needle Blight,1/4,Medium,Plant,,Blights,neutral evil,"forest, grassland, swamp",12,11,1,,,,Monster Manual: 32
c419ea32-d524-462f-b65d-e88641fa177c,mm.night-hag,Night Hag,5,Medium,Fiend,,Hags,neutral evil,"planar, underground",17,112,2,,,,Monster Manual: 178
ff6fee89-50c4-4bbb-a2b0-07646c55b4e2,mm.night-hag-coven,Night Hag (coven),7,Medium,Fiend,,Hags,neutral evil,"planar, underground",17,112,2,,,,Monster Manual: 178
4ecef288-1f16-48b2-be23-f36b7fde5ced,mm.nightmare,Nightmare,3,Large,Fiend,,,neutral evil,"planar, swamp",13,68,2,,,,Monster Manual: 235
f9a076f4-da7e-457a-912e-9fe8d752ef3e,mm.noble,Noble,1/8,Medium,Humanoid,any,NPCs,any,urban,15,9,1,,,,"HotDQ supplement: 13, Monster Manual: 348, Princes of the Apocalypse Online Supplement v1.0: 26"
ed0bb2d0-aef6-4a4b-a9cb-4a38045cc29c,mm.nothic,Nothic,2,Medium,Aberration,,,neutral evil,"dungeon, ruins, urban",15,45,3,,,,"Basic Rules v1: 37, Monster Manual: 236"
4ec385e4-55ea-4d7b-af20-513227375d22,mm.nycaloth,Nycaloth,9,Large,Fiend,Yugoloth,Yugoloths,neutral evil,"dungeon, planar",18,123,0,,,,"Monster Manual: 314, Princes of the Apocalypse Online Supplement v1.0: 27"
0474b4f6-5b72-46ac-9405-5e39b28750c2,mm.ochre-jelly,Ochre Jelly,2,Large,Ooze,,Oozes,unaligned,dungeon,8,45,-2,,,,"Basic Rules v1: 38, Monster Manual: 243"
61154806-be2a-432b-953f-cd660073496b,mm.octopus,Octopus,0,Small,Beast,,Misc Creatures,unaligned,aquatic,12,3,2,,,,"Basic Rules v1: 38, Monster Manual: 333"
545c030a-1674-4838-9d43-752db8265f87,mm.ogre,Ogre,2,Large,Giant,,Ogres,chaotic evil,"dungeon, forest, mountain, swamp",11,59,-1,,,,"Basic Rules v1: 38, HotDQ supplement: 14, Monster Manual: 237"
563daf80-0285-48c5-908b-2dc607550125,mm.ogre-zombie,Ogre Zombie,2,Large,Undead,,Zombies,neutral evil,"dungeon, forest, mountain, swamp",8,85,-2,,,,Monster Manual: 316
06db3698-ec58-48d4-867a-f6fdd875823b,mm.oni,Oni,7,Large,Giant,,,lawful evil,"dungeon, grassland, ruins, urban",16,110,0,,,,"Monster Manual: 239, Princes of the Apocalypse Online Supplement v1.0: 27"
2fc71e84-7157-4d3f-9042-d9b17236f5f0,mm.orc,Orc,1/2,Medium,Humanoid,Orc,Orcs,chaotic evil,"arctic, coast, desert, dungeon, forest, grassland, mountain, ruins, swamp, urban",13,15,1,,,,"Basic Rules v1: 39, HotDQ supplement: 14, Monster Manual: 246"
18e67457-97e5-4efc-bb6c-084a910fbbd1,mm.orc-eye-of-gruumsh,Orc Eye of Gruumsh,2,Medium,Humanoid,Orc,Orcs,chaotic evil,"arctic, coast, desert, dungeon, forest, grassland, mountain, ruins, swamp, urban",16,45,1,,,,"Monster Manual: 247, Princes of the Apocalypse Online Supplement v1.0: 28"
21ebdbb0-2305-4922-ae09-3c73eab5fb06,mm.orc-war-chief,Orc War Chief,4,Medium,Humanoid,Orc,Orcs,chaotic evil,"arctic, coast, desert, dungeon, forest, grassland, mountain, ruins, swamp, urban",16,93,1,,,,Monster Manual: 246
33072b76-ec36-4c54-9318-83d04d6ef44d,mm.orog,Orog,2,Medium,Humanoid,Orc,Orcs,chaotic evil,"arctic, coast, desert, dungeon, forest, grassland, mountain, ruins, swamp, urban",18,42,1,,,,"Monster Manual: 247, Princes of the Apocalypse Online Supplement v1.0: 28"
9dca97ac-f3fa-4be6-8a39-09291505f159,mm.otyugh,Otyugh,5,Large,Aberration,,,neutral,"cave, dungeon, ruins, swamp, underground",14,114,0,,,,"HotDQ supplement: 14, Monster Manual: 248"
5b060b59-1142-4d65-9958-212dbce27820,mm.owl,Owl,0,Tiny,Beast,,Misc Creatures,unaligned,"forest, urban",11,1,1,,,,"Basic Rules v1: 39, Monster Manual: 333, Player's Handbook: 308"
293ad61d-ee17-4a20-954a-ab22f6edaa8d,mm.owlbear,Owlbear,3,Large,Monstrosity,,,unaligned,"forest, mountain",13,59,1,,,,"Basic Rules v1: 39, Monster Manual: 249"
777fa0ec-7cd3-497e-9a64-d5bf89ac6216,mm.panther,Panther,1/4,Medium,Beast,,Misc Creatures,unaligned,forest,12,13,2,,,,"Basic Rules v1: 39, Monster Manual: 333, Player's Handbook: 308"
9f07db07-b9f9-4913-8603-3aeef1b217f3,mm.pegasus,Pegasus,2,Large,Celestial,,,chaotic good,mountain,12,59,2,,,,"Basic Rules v1: 40, Monster Manual: 250"
8d7daed1-b832-454d-86cf-be5c99570402,mm.pentadrone,Pentadrone,2,Large,Construct,,Modrons,lawful neutral,planar,16,32,2,,,,Monster Manual: 226
df1f8a95-9f6b-4699-af85-da4368f16cfd,mm.peryton,Peryton,2,Large,Monstrosity,,,chaotic evil,mountain,13,33,1,,,,"HotDQ supplement: 15, Monster Manual: 251, Princes of the Apocalypse Online Supplement v1.0: 28"
9f50717c-0766-4e2e-b218-7605ccb0d945,mm.phase-spider,Phase Spider,3,Large,Monstrosity,,Misc Creatures,unaligned,"cave, coast, dungeon, forest, grassland, mountain, planar, ruins, swamp, underground",13,32,2,,,,"Basic Rules v1: 40, Monster Manual: 334"
cc49ec49-caa4-404b-92e6-9e7b4604cb12,mm.piercer,Piercer,1/2,Medium,Monstrosity,,,unaligned,"cave, underground",15,22,1,,,,"Monster Manual: 252, Princes of the Apocalypse Online Supplement v1.0: 28"
14742ff6-ed38-44f5-8e11-4ac74b20ba02,mm.pit-fiend,Pit Fiend,20,Large,Fiend,Devil,Devils,lawful evil,"dungeon, planar",19,300,2,,,,Monster Manual: 77
d851b9c3-0c0e-4378-a991-9b0d05c80931,mm.pixie,Pixie,1/4,Tiny,Fey,,,neutral good,"coast, forest, grassland, swamp",15,1,5,,,,Monster Manual: 253
7de4388c-e067-4308-b02d-84ecb296aa6e,mm.planetar,Planetar,16,Large,Celestial,,Angels,lawful good,planar,19,200,5,,,,Monster Manual: 17
633bf055-b509-4f7f-b4ca-5c14bbfeb919,mm.plesiosaurus,Plesiosaurus,2,Large,Beast,,Dinosaurs,unaligned,aquatic,13,68,2,,,,"Basic Rules v1: 40, Monster Manual: 80"
e23e499c-9022-482c-ae28-21790a692aab,mm.poisonous-snake,Poisonous Snake,1/8,Tiny,Beast,,Misc Creatures,unaligned,"desert, forest, grassland, swamp",13,2,3,,,,"Basic Rules v1: 40, Monster Manual: 334, Player's Handbook: 308"
f2a7ac7e-972f-4956-908e-525eec2ae47c,mm.polar-bear,Polar Bear,2,Large,Beast,,Misc Creatures,unaligned,"arctic, cave",12,42,0,,,,"Basic Rules v1: 41, Monster Manual: 334"
ed0ed3ff-2489-4a07-88f6-1e5e9b33580d,mm.poltergeist,Poltergeist,2,Medium,Undead,,Specter,chaotic evil,"dungeon, ruins, urban",12,22,2,,,,Monster Manual: 279
18f9d16d-6151-45fc-b449-5ca10e66f49e,mm.pony,Pony,1/8,Medium,Beast,,Misc Creatures,unaligned,grassland,10,11,0,,,,"Basic Rules v1: 41, Monster Manual: 335"
cc9e3c32-1c13-40a5-9d06-0ded81c4e3cb,mm.priest,Priest,2,Medium,Humanoid,any,NPCs,any,urban,13,27,0,,,,"Basic Rules v1: 55, HotDQ supplement: 15, Monster Manual: 348"
ada98bc9-cb5c-4f02-8230-a349f85df99c,mm.pseudodragon,Pseudodragon,1/4,Tiny,Dragon,,,neutral good,urban,13,7,2,,,,"Monster Manual: 254, Player's Handbook: 308"
2bbec9af-7f96-40ed-84c8-9f5c98ae38c3,mm.pteranodon,Pteranodon,1/4,Medium,Beast,,Dinosaurs,unaligned,mountain,13,13,2,,,,"Basic Rules v1: 41, Monster Manual: 80"
0de2b8ec-9d78-497b-83a3-e7eb530a4c85,mm.purple-worm,Purple Worm,15,Gargantuan,Monstrosity,,,unaligned,underground,18,247,-2,,,,"Monster Manual: 255, Princes of the Apocalypse Online Supplement v1.0: 29"
06adb243-3e58-4b29-8fbe-34331bcb1b3e,mm.quadrone,Quadrone,1,Medium,Construct,,Modrons,lawful neutral,planar,16,22,2,,,,Monster Manual: 226
0ff27a87-12ee-4196-a998-8d41c2ae1ee1,mm.quaggoth,Quaggoth,2,Medium,Humanoid,Quaggoth,Quaggoth,chaotic neutral,"dungeon, urban",13,45,1,,,,Monster Manual: 256
fdecca35-c5ec-462b-958c-6c3f3b676158,mm.quaggoth-spore-servant,Quaggoth Spore Servant,1,Medium,Plant,,Myconids,unaligned,underground,13,45,1,,,,Monster Manual: 230
d9e9e29a-ba95-4740-86a8-927843168eb8,mm.quaggoth-thonot,Quaggoth Thonot,3,Medium,Humanoid,Quaggoth,Quaggoth,chaotic neutral,"dungeon, urban",13,45,1,,,,Monster Manual: 256
05541b29-3f73-45f4-974c-6aabd25b4708,mm.quasit,Quasit,1,Tiny,Fiend,"Demon, Shapechanger",Demons,chaotic evil,"dungeon, planar",13,7,3,,,,"Monster Manual: 63, Player's Handbook: 309"
33980992-7042-4c16-8ffb-d784114520d6,mm.quipper,Quipper,0,Tiny,Beast,,Misc Creatures,unaligned,aquatic,13,1,3,,,,"Basic Rules v1: 41, Monster Manual: 335"
018d5cba-4e7e-4519-b181-fb0bb7bf4474,mm.rakshasa,Rakshasa,13,Medium,Fiend,,,lawful evil,"planar, urban",16,110,3,,,,Monster Manual: 257
b01dae8d-020f-4ee2-a80a-de7cb133de53,mm.rat,Rat,0,Tiny,Beast,,Misc Creatures,unaligned,"arctic, cave, coast, dungeon, forest, grassland, mountain, ruins, swamp, underground, urban",10,1,0,,,,"Basic Rules v1: 41, Monster Manual: 335, Player's Handbook: 309"
cda02d73-dca4-45bb-92cb-ad2092a27ea5,mm.raven,Raven,0,Tiny,Beast,,Misc Creatures,unaligned,"forest, grassland",12,1,2,,,,"Basic Rules v1: 42, Monster Manual: 335, Player's Handbook: 309"
e5d8b994-96ce-48e8-9cf2-5453b0d84959,mm.red-dragon-wyrmling,Red Dragon Wyrmling,4,Medium,Dragon,,Dragons,chaotic evil,mountain,17,75,0,,,,Monster Manual: 98
8ff160ae-eb45-4464-a436-e40c751cad1e,mm.red-slaad,Red Slaad,5,Large,Aberration,,Slaadi,chaotic neutral,planar,14,93,1,,,,Monster Manual: 276
75d4dfd5-8942-4661-b8a8-3fbcaec7d1ab,mm.reef-shark,Reef Shark,1/2,Medium,Beast,,Misc Creatures,unaligned,aquatic,12,22,1,,,,"Basic Rules v1: 42, Monster Manual: 336, Player's Handbook: 309"
148bab3f-70b0-45bb-af68-df93ae89c77f,mm.remorhaz,Remorhaz,11,Huge,Monstrosity,,Remorhazes,unaligned,arctic,17,195,1,,,,Monster Manual: 258
89ebcb90-c381-450d-a303-e1cb0f470a6a,mm.revenant,Revenant,5,Medium,Undead,,,neutral,"arctic, cave, coast, desert, dungeon, forest, grassland, mountain, ruins, swamp, underground, urban",13,136,2,,,,"Monster Manual: 259, Princes of the Apocalypse Online Supplement v1.0: 29"
73254529-1dde-443a-9cbd-940157812fb1,mm.rhinoceros,Rhinoceros,2,Large,Beast,,Misc Creatures,unaligned,grassland,11,45,-1,,,,"Basic Rules v1: 42, Monster Manual: 336"
e02034e2-fe58-4c02-bdb6-9a54baf6e86b,mm.riding-horse,Riding Horse,1/4,Large,Beast,,Misc Creatures,unaligned,urban,10,13,0,,,,"Basic Rules v1: 42, Monster Manual: 336, Player's Handbook: 310"
77263f03-1681-4684-b9fe-8c089d8721a7,mm.roc,Roc,11,Gargantuan,Monstrosity,,,unaligned,"coast, desert, mountain",15,248,0,,,,Monster Manual: 260
8e7f5fd8-557c-4176-aee8-2a894afb6b99,mm.roper,Roper,5,Large,Monstrosity,,,neutral evil,"cave, underground",20,93,-1,,,,"HotDQ supplement: 15, Monster Manual: 261, Princes of the Apocalypse Online Supplement v1.0: 30"
5defa2f6-bdb1-4439-8e3f-a0fe7ae78e31,mm.rug-of-smothering,Rug of Smothering,2,Large,Construct,,Animated Objects,unaligned,"dungeon, ruins, urban",12,33,2,,,,"HotDQ supplement: 16, Monster Manual: 20"
0245be52-98ed-441c-b7b6-823866ac50b0,mm.rust-monster,Rust Monster,1/2,Medium,Monstrosity,,,unaligned,"dungeon, underground",14,27,1,,,,"Monster Manual: 262, Princes of the Apocalypse Online Supplement v1.0: 30"
e8fb3a4e-52e3-4519-bfe4-2710fca7aca2,mm.saber-toothed-tiger,Saber-Toothed Tiger,2,Large,Beast,,Misc Creatures,unaligned,"forest, grassland",12,52,2,,,,"Basic Rules v1: 43, Monster Manual: 336"
cf012d1a-c0c3-4426-afca-8ef34b863071,mm.sahuagin,Sahuagin,1/2,Medium,Humanoid,Sahuagin,Sahuagin,lawful evil,"aquatic, coast",12,22,0,,,,Monster Manual: 263
791f3452-b13b-417b-923b-137e2f2073fa,mm.sahuagin-baron,Sahuagin Baron,5,Large,Humanoid,Sahuagin,Sahuagin,lawful evil,"aquatic, coast",16,76,2,,,,Monster Manual: 264
c234a705-22a1-423d-99d2-73699bb0b58e,mm.sahuagin-priestess,Sahuagin Priestess,2,Medium,Humanoid,Sahuagin,Sahuagin,lawful evil,"aquatic, coast",12,33,0,,,,Monster Manual: 264
15cade7d-8730-49a3-bd2b-643a9a62d8c4,mm.salamander,Salamander,5,Large,Elemental,,Salamanders,neutral evil,"forest, planar",15,90,2,,,,"Monster Manual: 266, Princes of the Apocalypse Online Supplement v1.0: 30"
f373bc88-ba01-4e6a-8889-580be0265c59,mm.satyr,Satyr,1/2,Medium,Fey,,,chaotic neutral,"forest, grassland, urban",14,31,3,,,,"Basic Rules v1: 43, Monster Manual: 267"
24d24844-c27d-4261-b71e-bdca6de3f2f7,mm.scarecrow,Scarecrow,1,Medium,Construct,,,chaotic evil,"grassland, urban",11,36,1,,,,Monster Manual: 268
d30a64ee-ac17-42e5-99ff-2186111615ad,mm.scorpion,Scorpion,0,Tiny,Beast,,Misc Creatures,unaligned,"cave, desert, grassland, mountain, swamp",11,1,0,,,,"Basic Rules v1: 43, Monster Manual: 337"
14f5f317-1640-4254-b8d7-4d2dadb97394,mm.scout,Scout,1/2,Medium,Humanoid,any,NPCs,any,"arctic, coast, desert, forest, grassland, mountain, swamp",13,16,2,,,,"HotDQ supplement: 16, Monster Manual: 349, Princes of the Apocalypse Online Supplement v1.0: 31"
6e15161a-e1b2-4a0c-94b0-db75d2e6ccb3,mm.sea-hag,Sea Hag,2,Medium,Fey,,Hags,chaotic evil,"aquatic, coast, underground",14,52,1,,,,"Monster Manual: 179, Princes of the Apocalypse Online Supplement v1.0: 31"
0f788005-3e4c-47b0-8ffe-8266c424d825,mm.sea-hag-coven,Sea Hag (coven),4,Medium,Fey,,Hags,chaotic evil,"aquatic, coast, underground",14,52,1,,,,Monster Manual: 179
ec2f7099-286e-4384-990a-526cf70b1c55,mm.sea-horse,Sea Horse,0,Tiny,Beast,,Misc Creatures,unaligned,aquatic,11,1,1,,,,"Basic Rules v1: 43, Monster Manual: 337"
c4551c2c-c686-4105-83f6-87c873f8809f,mm.shadow,Shadow,1/2,Medium,Undead,,,chaotic evil,"dungeon, ruins, swamp, urban",12,16,2,,,,"Monster Manual: 269, Princes of the Apocalypse Online Supplement v1.0: 31"
d356934b-d78b-49bf-9ce0-b9fb9946eb64,mm.shadow-demon,Shadow Demon,4,Medium,Fiend,Demon,Demons,chaotic evil,"dungeon, planar",13,66,3,,,,"Monster Manual: 64, Princes of the Apocalypse Online Supplement v1.0: 32"
ea9c253b-1fe2-4e66-9331-61f6e3b02336,mm.shambling-mound,Shambling Mound,5,Large,Plant,,,unaligned,"forest, swamp",15,136,-1,,,,"HotDQ supplement: 16, Monster Manual: 270"
212a9d4e-60b7-4c1e-ac1c-67f26855e878,mm.shield-guardian,Shield Guardian,7,Large,Construct,,,unaligned,"dungeon, ruins, urban",17,142,-1,,,,"Monster Manual: 271, Princes of the Apocalypse Online Supplement v1.0: 32"
3aa695ea-6f7e-49bb-aef4-3153347c0fcc,mm.shrieker,Shrieker,0,Medium,Plant,,Fungi,unaligned,"cave, dungeon, swamp",5,13,-5,,,,Monster Manual: 138
def8e263-2dae-4ec5-b3b1-6150011ec485,mm.silver-dragon-wyrmling,Silver Dragon Wyrmling,2,Medium,Dragon,,Dragons,lawful good,"arctic, mountain",17,45,0,,,,Monster Manual: 118
3e946348-1cc2-405f-9975-5a4c09445750,mm.skeleton,Skeleton,1/4,Medium,Undead,,Skeletons,lawful evil,"dungeon, ruins, urban",13,13,2,,,,"Basic Rules v1: 43, Monster Manual: 272, Player's Handbook: 310"
68b382e5-a0a4-4b9b-bc57-d9684105296c,mm.slaad-tadpole,Slaad Tadpole,1/8,Tiny,Aberration,,Slaadi,chaotic neutral,planar,12,10,2,,,,Monster Manual: 276
bdda67cb-ae81-4107-860a-eee6456ea92b,mm.smoke-mephit,Smoke Mephit,1/4,Small,Elemental,,Mephits,neutral evil,"dungeon, planar, urban",12,2,2,,,,"Monster Manual: 217, Princes of the Apocalypse Online Supplement v1.0: 32"
6137fe73-562f-411b-8654-1e2d057a8da8,mm.solar,Solar,21,Large,Celestial,,Angels,lawful good,planar,21,241,6,,legendary,,Monster Manual: 18
aadb1915-c3d4-4349-b9f2-5b7a10ab3f3d,mm.spectator,Spectator,3,Medium,Aberration,,Beholders,lawful neutral,"cave, dungeon, ruins, underground, urban",14,39,2,,,,"Basic Rules v1: 44, Monster Manual: 30"
3a005074-e1df-4b63-88a4-3dd4edbd237a,mm.specter,Specter,1,Medium,Undead,,Specter,chaotic evil,"dungeon, ruins, urban",12,22,2,,,,"HotDQ supplement: 17, Monster Manual: 279, Princes of the Apocalypse Online Supplement v1.0: 33"
5cf71994-66bd-433e-ae5f-d20071c48d85,mm.spider,Spider,0,Tiny,Beast,,Misc Creatures,unaligned,"cave, coast, dungeon, forest, grassland, mountain, planar, ruins, swamp, underground",12,1,2,,,,"Basic Rules v1: 44, Monster Manual: 337"
0cf05453-f134-4a9a-8884-256965c0576b,mm.spined-devil,Spined Devil,2,Small,Fiend,Devil,Devils,lawful evil,"dungeon, planar",13,22,2,,,,Monster Manual: 78
552f997f-6cf1-4150-8144-aea22f652471,mm.spirit-naga,Spirit Naga,8,Large,Monstrosity,,Nagas,chaotic evil,"cave, dungeon, ruins, underground",18,127,4,,,,Monster Manual: 234
e91d49d6-b139-4457-bd9c-45fd656ec408,mm.sprite,Sprite,1/4,Tiny,Fey,,,neutral good,"forest, grassland, swamp",15,2,4,,,,"Monster Manual: 283, Player's Handbook: 310, Princes of the Apocalypse Online Supplement v1.0: 33"
a9524fbf-b1e5-4ca4-9f79-f4e494f93bcb,mm.spy,Spy,1,Medium,Humanoid,any,NPCs,any,"arctic, cave, coast, desert, forest, grassland, mountain, ruins, swamp, urban",12,27,2,,,,"HotDQ supplement: 17, Monster Manual: 349, Princes of the Apocalypse Online Supplement v1.0: 33"
d28e71ee-8388-4534-bb38-209de47bbe5e,mm.steam-mephit,Steam Mephit,1/4,Small,Elemental,,Mephits,neutral evil,"dungeon, planar, urban",10,21,0,,,,"Monster Manual: 217, Princes of the Apocalypse Online Supplement v1.0: 34"
b02dadd4-aa89-426c-ac9b-bfa07b8fe1fc,mm.stirge,Stirge,1/8,Tiny,Beast,,,unaligned,"forest, swamp",14,2,3,,,,"Basic Rules v1: 44, HotDQ supplement: 17, Monster Manual: 284"
c29cb38d-3b6a-459a-8643-843d256ab995,mm.stone-giant,Stone Giant,7,Huge,Giant,,Giants,neutral,"cave, mountain, underground",17,126,2,,,,"HotDQ supplement: 18, Monster Manual: 156"
235ac710-1418-4bda-b0e5-3ded0ccbe1f9,mm.stone-golem,Stone Golem,10,Large,Construct,,Golems,unaligned,"dungeon, ruins, urban",17,178,-1,,,,"Basic Rules v1: 45, HotDQ supplement: 18, Monster Manual: 170"
ce9784dc-ee70-416b-955d-c554089ec044,mm.storm-giant,Storm Giant,13,Huge,Giant,,Giants,chaotic good,"arctic, coast, desert, mountain, planar",16,230,2,,,,Monster Manual: 156
63a62f8f-06b8-4ae2-a746-9c42448399d0,mm.succubusincubus,Succubus/Incubus,4,Medium,Fiend,Shapechanger,,neutral evil,"dungeon, planar, urban",15,66,3,,,,Monster Manual: 285
c5cc5a1a-d412-40d3-9537-f22aa625f893,mm.swarm-of-bats,Swarm of Bats,1/4,Medium,Beast,Swarm,Misc Creatures,unaligned,"cave, dungeon, forest, ruins, swamp, underground, urban",12,22,2,,,,"Basic Rules v1: 45, Monster Manual: 337"
e3b72f35-5e72-4bfa-b238-f22062184c1c,mm.swarm-of-insects,Swarm of Insects,1/2,Medium,Beast,Swarm,Misc Creatures,unaligned,"cave, dungeon, forest, grassland, mountain, ruins, swamp, underground, urban",12,22,1,,,,"Basic Rules v1: 45, HotDQ supplement: 18, Monster Manual: 338"
c37dd213-9373-41af-9c87-e27513d16ec5,mm.swarm-of-poisonous-snakes,Swarm of Poisonous Snakes,2,Medium,Beast,Swarm,Misc Creatures,unaligned,"desert, dungeon, forest, grassland, swamp",14,36,4,,,,"Basic Rules v1: 46, Monster Manual: 338"
d74a782b-6b71-4c9c-95d0-f8d61bb97e44,mm.swarm-of-quippers,Swarm of Quippers,1,Medium,Beast,Swarm,Misc Creatures,unaligned,aquatic,13,28,3,,,,"Basic Rules v1: 46, Monster Manual: 338"
31c042ca-f348-4ba5-a749-bb659b296f8f,mm.swarm-of-rats,Swarm of Rats,1/4,Medium,Beast,Swarm,Misc Creatures,unaligned,"cave, dungeon, forest, grassland, ruins, swamp, urban",10,24,0,,,,"Basic Rules v1: 46, HotDQ supplement: 19, Monster Manual: 339"
adcec956-ebf2-42c3-9e60-4ec3f58c17e2,mm.swarm-of-ravens,Swarm of Ravens,1/4,Medium,Beast,Swarm,Misc Creatures,unaligned,"forest, grassland, mountain, ruins, urban",12,24,2,,,,"Basic Rules v1: 46, Monster Manual: 339"
962c28e0-17f2-4fa9-b76c-0017f1768650,mm.tarrasque,Tarrasque,30,Gargantuan,Monstrosity,Titan,,unaligned,"aquatic, arctic, cave, coast, desert, dungeon, forest, grassland, mountain, planar, ruins, swamp, underground, urban",25,676,0,,legendary,,Monster Manual: 286
28a1d46d-c0ae-4865-80d1-866629c4f817,mm.thri-kreen,Thri-kreen,1,Medium,Humanoid,Thri-kreen,,chaotic neutral,"desert, grassland",15,33,2,,,,Monster Manual: 288
9d458fc1-a489-49f8-9417-1c6c495d5e98,mm.thug,Thug,1/2,Medium,Humanoid,any,NPCs,non-good,"arctic, cave, coast, forest, grassland, urban",11,32,0,,,,"Basic Rules v1: 55, Monster Manual: 350"
d0a5fb54-32bb-4704-ac1a-862a175d333b,mm.tiger,Tiger,1,Large,Beast,,Misc Creatures,unaligned,"forest, grassland",12,37,2,,,,"Basic Rules v1: 47, Monster Manual: 339, Player's Handbook: 311"
b4a2167a-3d19-466f-bcca-65bb10c00c69,mm.treant,Treant,9,Huge,Plant,,,chaotic good,"forest, swamp",16,138,-1,,,,Monster Manual: 289
183f147b-1fa5-4495-8641-d655c57dbd07,mm.tribal-warrior,Tribal Warrior,1/8,Medium,Humanoid,any,NPCs,any,"arctic, cave, desert, forest, grassland, mountain, swamp",12,11,0,,,,"Monster Manual: 350, Princes of the Apocalypse Online Supplement v1.0: 34"
75aa0080-9b95-4693-abfd-dc077ba0073a,mm.triceratops,Triceratops,5,Huge,Beast,,Dinosaurs,unaligned,"grassland, mountain",13,95,-1,,,,"Basic Rules v1: 47, Monster Manual: 80"
8d9f2854-d059-4487-a326-ffd80b7ff95d,mm.tridrone,Tridrone,1/2,Medium,Construct,,Modrons,lawful neutral,planar,15,16,1,,,,Monster Manual: 225
6d5a54d5-176b-46f6-988e-db5ff8176fab,mm.troglodyte,Troglodyte,1/4,Medium,Humanoid,Troglodyte,,chaotic evil,"cave, dungeon, underground",11,13,0,,,,"HotDQ supplement: 19, Monster Manual: 290, Princes of the Apocalypse Online Supplement v1.0: 34"
243e91ab-b859-44ce-a9cb-e14a055d1151,mm.troll,Troll,5,Large,Giant,,,chaotic evil,"cave, dungeon, forest, mountain, swamp",15,84,1,,,,"Basic Rules v1: 47, HotDQ supplement: 19, Monster Manual: 291"
811f1a20-d074-4520-a8de-1e37bc53a00c,mm.twig-blight,Twig Blight,1/8,Small,Plant,,Blights,neutral evil,"forest, grassland, swamp",13,4,1,,,,"Basic Rules v1: 47, Monster Manual: 32"
49fb470b-4186-49a4-9794-05dfcdc8fe09,mm.tyrannosaurus-rex,Tyrannosaurus Rex,8,Huge,Beast,,Dinosaurs,unaligned,grassland,13,136,0,,,,"Basic Rules v1: 48, Monster Manual: 80"
17f653b5-f073-4638-855e-24d4c7f6c249,mm.ultraloth,Ultroloth,13,Medium,Fiend,Yugoloth,Yugoloths,neutral evil,"dungeon, planar",19,153,3,,,,Monster Manual: 314
ea840106-9d27-453c-9ded-c93725740323,mm.umber-hulk,Umber Hulk,5,Large,Monstrosity,,,chaotic evil,"cave, underground",18,93,1,,,,"Monster Manual: 292, Princes of the Apocalypse Online Supplement v1.0: 35"
fb6ed7bc-7f48-465b-8de0-083c4365d979,mm.unicorn,Unicorn,5,Large,Celestial,,,lawful good,"forest, ruins",12,67,2,lair,legendary,,Monster Manual: 294
f6277838-fcd7-4d25-b6a5-4049361e0978,mm.vampire,Vampire,13,Medium,Undead,Shapechanger,Vampires,lawful evil,"dungeon, ruins, urban",16,144,4,lair,legendary,,"HotDQ supplement: 20, Monster Manual: 297"
36f309b0-7f49-44ac-aba7-6a7405e58545,mm.vampire-spawn,Vampire Spawn,5,Medium,Undead,,Vampires,neutral evil,"dungeon, ruins, urban",15,82,3,,,,"HotDQ supplement: 21, Monster Manual: 298, Princes of the Apocalypse Online Supplement v1.0: 35"
